,age,cups,where_drink,brew,favorite,additions,dairy,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,total_spend,why_drink,taste,know_source,most_paid,most_willing_to_pay,value_cafe,gender,ethnicity_race
3505,55 a 64,3,"['At home', ' At the office']",['Pour over'],Regular drip coffee,['No - just black'],,Bright,Somewhat strong,Light,Full caffeine,8.0,2.0,3.0,4.0,"Easy to drink, lovely flavour (spelled that correctly). Not harsh. Something I would be ok to drink again even if I did not go over the moon about it. Clean. Some acid. Fruity, but not crazy fruity. Crisp. Changed nicely as it cooled. Would buy",3.0,2.0,3.0,"Lacks defect, but was LOVELY to drink. Really liked it HOT, maybe less as it cooled. Chocolate. Something where I felt the bitterness I enjoyed hit my tongue at the beginning and faded nicely. Not citrus.",1.0,1.0,1.0,"Lacked punch for me. No bite. Almost a ""hot brown water"" experience. Really didn't taste of anything to me either hot or cold. Could not enjoy it.",3.0,1.0,5.0,Can I give this a 6+ on my likes? Bright. fruity. Would buy and drink over and over. Really got a LOT of citrus. Mouth feel like what I get from a great red wine. Tropical and complex. SEXY AS HELL. Where do I buy this? Surprised that I liked it since the acidity was not there (I usually like a bite).,Coffee A,Coffee D,Coffee D,60 a 80,"['It tastes good', ' I need the ritual']",Yes,Yes,More than 20,8 a 10,Yes,Male,White/Caucasian
3506,35 a 44,1,['At home'],['Pour over'],Regular drip coffee,['Sugar or sweetener'],,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,4.0,"Raisin, Cherry, chocolate",3.0,2.0,5.0,"Caramel, cream",4.0,3.0,5.0,"Roasty, Earl Gray tea",2.0,4.0,3.0,"Raspberry, floral",Coffee C,Coffee A,Coffee C,20 a 40,"['I need the ritual', ' I need the caffeine', ' It tastes good']",Yes,Yes,6 a 8,8 a 10,No,Male,White/Caucasian
3507,18 a 24,1,['At home'],"['Pour over', ' Espresso']",Americano,['No - just black'],,Sweet,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,5.0,"sweet, fresh fruit, orange?",3.0,3.0,3.0,balanced,4.0,3.0,3.0,"most roasty, better as it cools",2.0,4.0,4.0,"natural, fermented blueberry",Coffee A,Coffee A,Coffee A,20 a 40,"['It tastes good', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,No,Male,White/Caucasian
3508,35 a 44,2,"['At the office', ' At home']","['Pour over', ' Coffee extract (e.g. Cometeer)', ' Other', ' Espresso']",Americano,['No - just black'],,Fruity,Very strong,Light,Full caffeine,8.0,2.0,4.0,4.0,"mango, tropical",3.0,2.0,2.0,,4.0,1.0,1.0,,3.0,4.0,5.0,"fruity, red berries",Coffee A,Coffee D,Coffee D,60 a 80,['It tastes good'],Yes,Yes,10 a 15,10 a 15,Yes,Male,White/Caucasian
3509,35 a 44,Less than 1,"['At the office', ' At home']",['Instant coffee'],Blended drink (e.g. Frappuccino),"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Whole milk'],Sweet,Medium,Light,Full caffeine,1.0,2.0,5.0,4.0,,2.0,2.0,4.0,,3.0,3.0,3.0,,4.0,2.0,3.0,,Coffee A,Coffee A,Coffee A,Less then 20,['It tastes good'],Yes,No,2 a 4,2 a 4,No,Male,White/Caucasian
3510,25 a 34,1,"['On the go', ' At a cafe']",,Iced coffee,"['Milk', ' dairy alternative', ' or coffee creamer']",['Soy milk'],Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,1.0,4.0,5.0,,3.0,2.0,4.0,Chocolate,3.0,1.0,2.0,Cherry,4.0,5.0,3.0,Fruit,Coffee A,Coffee A,Coffee A,60 a 80,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,8 a 10,Yes,Female,Asian/Pacific Islander
3511,45 a 54,2,"['At home', ' At a cafe']","['Pour over', ' French press']",Espresso,['No - just black'],,Bright,Somewhat strong,Light,Full caffeine,6.0,2.0,3.0,3.0,"""bland"". smooth, dark coffee. more ""one note"". decent cup of coffee, would be a pleasant surprise at a diner.",1.0,2.0,1.0,"burnt rubber flavor/aftertaste. smooth, ""one note"".",2.0,3.0,4.0,"""brighter"", more interesting flavor. more ""berry"" or coffee fruit.",1.0,2.0,3.0,"more complex flavor, ""strong"" cup. ""darker"" version of A?",Coffee C,Coffee D,Coffee D,80 a 100,"['I need the caffeine', ' I need the ritual']",Yes,No,6 a 8,8 a 10,Yes,Male,White/Caucasian
3512,35 a 44,3,['At home'],"['Pour over', ' Espresso', ' French press', ' Other']",Espresso,['No - just black'],,Juicy,Very strong,Medium,Full caffeine,10.0,1.0,3.0,4.0,Strong cocoa powder flavor/ Carmel flavors as it cooled. Less intensity as it cooled,3.0,2.0,2.0,"Roasty, nutty, bland as it cooled",1.0,4.0,4.0,Fruity and juicy. Clean mouth feel,1.0,4.0,5.0,High sweetness and clarity. Melon and blueberry flavor. Increased complexity as it cooled.,Coffee A,Coffee D,Coffee D,80 a 100,"['It tastes good', ' It makes me go to the bathroom', ' I need the caffeine']",Yes,Yes,10 a 15,More than 20,Yes,Male,White/Caucasian
3513,25 a 34,2,"['At home', ' At the office']","['Bean-to-cup machine', ' Pod/capsule machine (e.g. Keurig/Nespresso)']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Flavor syrup']","['Whole milk', ' Flavored coffee creamer']",Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,1.0,5.0,3.0,"lemon, buttery, bright",3.0,1.0,4.0,"Leather, roasty, tobacco",2.0,2.0,4.0,"Malt, cereal, thin",4.0,4.0,2.0,"Green apple, citric acid",Coffee B,Coffee A,Coffee B,60 a 80,"['It tastes good', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,8 a 10,8 a 10,Yes,Male,White/Caucasian
3514,25 a 34,2,"['At home', ' At a cafe']",['Pour over'],Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Soy milk', ' Oat milk', ' Whole milk']",Bright,Medium,Light,Full caffeine,7.0,2.0,4.0,4.0,Nickel,1.0,2.0,5.0,,3.0,2.0,3.0,,3.0,5.0,3.0,Lemon,Coffee B,Coffee A,Coffee B,40 a 60,"['I need the caffeine', ' It tastes good', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,Yes,Male,Hispanic/Latino
3515,35 a 44,1,"['At home', ' On the go']",['French press'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']","['Oat milk', ' Soy milk']",Chocolatey,Very strong,Dark,Full caffeine,8.0,3.0,5.0,1.0,,4.0,3.0,2.0,"smoke, wood",2.0,2.0,5.0,chocolate,4.0,5.0,1.0,blueberry,Coffee C,Coffee D,Coffee C,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,Yes,6 a 8,6 a 8,Yes,Female,Black/African American
3516,>65,2,"['At home', ' At a cafe']","['Pour over', ' Espresso']",Cappuccino,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener', ' Flavor syrup']",['Half and half'],Chocolatey,Somewhat strong,Light,Full caffeine,8.0,3.0,4.0,3.0,,3.0,4.0,3.0,,2.0,3.0,4.0,,2.0,2.0,1.0,,Coffee C,Coffee A,Coffee C,40 a 60,['It tastes good'],Yes,Yes,6 a 8,4 a 6,Yes,Male,White/Caucasian
3517,35 a 44,3,"['At home', ' On the go', ' At the office']","['French press', ' Espresso']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener', ' Flavor syrup']","['Whole milk', ' Half and half']",Nutty,Medium,Medium,Full caffeine,8.0,2.0,3.0,3.0,,3.0,2.0,4.0,,2.0,2.0,5.0,,2.0,4.0,2.0,,Coffee C,Coffee A,Coffee C,60 a 80,"['It tastes good', ' I need the ritual']",Yes,Yes,10 a 15,4 a 6,No,Female,
3518,35 a 44,2,['At home'],['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Whole milk'],Chocolatey,Medium,Medium,Full caffeine,6.0,1.0,4.0,3.0,Bright.  Fruity.,3.0,3.0,4.0,"Balanced.  Wanted to call it boring, but I like it.",4.0,3.0,1.0,There is a tasting note that reminds me of red rocket ale.,2.0,5.0,1.0,The fruit/acid in this is too much for me. Was like klatch on steroids.,Coffee B,Coffee A,Coffee C,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,6 a 8,10 a 15,No,Male,White/Caucasian
3519,35 a 44,,['At home'],"['Pour over', ' Espresso']",Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' No - just black']","['Skim milk', ' Oat milk']",Chocolatey,Medium,Medium,,6.0,1.0,,3.0,,1.0,1.0,4.0,,2.0,1.0,2.0,,2.0,2.0,2.0,,Coffee B,Coffee A,Coffee B,,,,,,,,,
3520,35 a 44,2,"['At home', ' At a cafe']","['Pour over', ' Espresso']",Espresso,['No - just black'],,Bright,Very strong,Light,Full caffeine,7.0,2.0,5.0,5.0,"Apple, stone fruit, winey",3.0,2.0,4.0,"Dark chocolate, smoky",4.0,2.0,3.0,"Rich, milk chocolate, black tea like",3.0,4.0,5.0,"Complex, blueberry, honey",Coffee A,Coffee D,Coffee D,60 a 80,['It tastes good'],Yes,Yes,10 a 15,More than 20,Yes,Male,White/Caucasian
3521,25 a 34,2,"['At home', ' At a cafe']",['Pour over'],Cortado,['No - just black'],,Fruity,Medium,Light,Full caffeine,5.0,2.0,3.0,4.0,Caramel,3.0,2.0,3.0,Chocolate,2.0,2.0,3.0,Smokey,2.0,4.0,5.0,"Fruit, berry, wine",Coffee A,Coffee D,Coffee D,40 a 60,['It tastes good'],Yes,Yes,10 a 15,More than 20,No,Male,Asian/Pacific Islander
3522,18 a 24,1,"['At home', ' At a cafe']","['Pour over', ' Espresso']",Espresso,['No - just black'],,Fruity,Somewhat light,Light,Half caff,6.0,2.0,4.0,5.0,"Fruity, Blackberry, Cinnamon",4.0,2.0,3.0,"Smooth, woody, berries",4.0,3.0,4.0,"Cherry, Creamy",1.0,3.0,4.0,"Apples, tangerine",Coffee A,Coffee A,Coffee A,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,6 a 8,6 a 8,Yes,Male,White/Caucasian
3523,25 a 34,2,['At the office'],,Latte,"['Milk', ' dairy alternative', ' or coffee creamer']","['Oat milk', ' Almond milk']",Chocolatey,Medium,Medium,Full caffeine,1.0,3.0,4.0,1.0,,2.0,2.0,5.0,,4.0,2.0,2.0,,2.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,60 a 80,"['I need the ritual', ' It tastes good']",Yes,Yes,6 a 8,2 a 4,Yes,Male,Hispanic/Latino
3524,25 a 34,1,"['At the office', ' At home']","['Pour over', ' Espresso', ' Pod/capsule machine (e.g. Keurig/Nespresso)', ' Coffee extract (e.g. Cometeer)', ' Cold brew']",Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']","['Whole milk', ' Half and half', ' Soy milk']",Floral,Somewhat strong,Light,Full caffeine,7.0,1.0,3.0,4.0,Caramel,3.0,2.0,3.0,I am not sure about this one...,2.0,1.0,3.0,Not sure about this one too,2.0,2.0,4.0,A little bit fruity?,Coffee A,Coffee A,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine']",Yes,Yes,More than 20,2 a 4,No,Male,Asian/Pacific Islander
3525,35 a 44,2,['On the go'],,Pourover,['No - just black'],,Full Bodied,Medium,Medium,Full caffeine,4.0,2.0,4.0,2.0,,1.0,2.0,4.0,,3.0,3.0,3.0,,3.0,3.0,1.0,,Coffee B,Coffee A,Coffee B,40 a 60,['I need the caffeine'],Yes,Yes,4 a 6,8 a 10,No,Male,White/Caucasian
3526,35 a 44,Less than 1,['At the office'],,Blended drink (e.g. Frappuccino),['No - just black'],,Sweet,Medium,Light,Full caffeine,1.0,3.0,5.0,3.0,"Tangy, yet not bitter as regular coffee. Has a really pleasant smell: Warm, earthy, almost sweet.",3.0,3.0,4.0,"Tastes similar to Coffee C. Smells smokey, floral aftertaste.",3.0,2.0,5.0,"This one is probably my favorite. Similar to Coffee A in smell, but more subtle and less tangy than A. Fruity aftertaste.",2.0,4.0,3.0,"This one is the most interesting coffee sample. It smells unique-- kind of fermented, natural, and earthy. Its taste is just like how it smells.",Coffee C,Coffee A,Coffee C,Less then 20,"['I need the caffeine', ' Other']",Yes,No,4 a 6,2 a 4,Yes,Female,Other (please specify)
3527,25 a 34,2,"['At the office', ' At home']","['Espresso', ' Pour over']",Pourover,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,6.0,3.0,4.0,4.0,,4.0,3.0,3.0,,4.0,2.0,4.0,,3.0,4.0,5.0,,Coffee C,Coffee A,Coffee A,,,,,,,,,
3528,35 a 44,3,"['At a cafe', ' At home', ' On the go', ' At the office']","['French press', ' Cold brew', ' Coffee brewing machine (e.g. Mr. Coffee)']",Regular drip coffee,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Caramalized,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,Butterscotch,2.0,2.0,2.0,Bark,4.0,2.0,2.0,Coffee,2.0,4.0,5.0,Sour candy,Coffee A,Coffee D,Coffee B,80 a 100,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,8 a 10,4 a 6,Yes,Male,White/Caucasian
3529,25 a 34,Less than 1,['At a cafe'],,Cappuccino,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Fruity,Somewhat strong,Medium,Half caff,3.0,2.0,2.0,4.0,,4.0,2.0,1.0,,3.0,3.0,3.0,,1.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,Less then 20,['It tastes good'],Yes,Yes,6 a 8,6 a 8,No,Male,Asian/Pacific Islander
3530,18 a 24,1,['At home'],['Other'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener', ' Flavor syrup']","['Oat milk', ' Half and half']",Caramalized,Very strong,Dark,Decaf,8.0,2.0,4.0,1.0,Sour,3.0,1.0,5.0,"Woodsy, Balanced",3.0,2.0,4.0,Nutty,1.0,4.0,2.0,"Fruit, Bright",Coffee B,Coffee D,Coffee B,Less then 20,"['It tastes good', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,No,Male,White/Caucasian
3531,35 a 44,Less than 1,['At a cafe'],,Latte,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Sweet,Somewhat light,Light,Decaf,2.0,3.0,2.0,3.0,,3.0,2.0,3.0,,2.0,3.0,4.0,,1.0,4.0,5.0,,Coffee C,Coffee D,Coffee D,Less then 20,['Other'],No,No,2 a 4,6 a 8,Yes,Female,White/Caucasian
3532,35 a 44,2,['At home'],['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Sweet,Somewhat strong,Medium,Full caffeine,6.0,1.0,3.0,3.0,"silky, citrus, ponzu, high acidity",4.0,2.0,5.0,"balance, tea like",2.0,1.0,4.0,"nutty, smokey",1.0,4.0,1.0,"vinegary, fermented, berry",Coffee B,Coffee D,Coffee B,20 a 40,['It tastes good'],Yes,No,4 a 6,4 a 6,No,Male,Asian/Pacific Islander
3533,18 a 24,1,"['On the go', ' At home', ' At a cafe']",['Espresso'],Latte,"['Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Sweet,Medium,Medium,Full caffeine,4.0,2.0,5.0,4.0,"Whole milke texture almost, mellow after feel, good body",2.0,5.0,3.0,"Skim texture, Darker, Medium",2.0,2.0,4.0,"Skim texture, Darker, chocolate notes",1.0,3.0,5.0,"Almost like a whole milk texture, lighter, very high clarity, caramel notes",Coffee C,Coffee D,Coffee D,60 a 80,"['I need the caffeine', ' It tastes good', ' I need the ritual']",Yes,Yes,8 a 10,10 a 15,No,Male,White/Caucasian
3534,25 a 34,3,"['At the office', ' At home']","['Espresso', ' Pour over', ' Coffee brewing machine (e.g. Mr. Coffee)']",Cortado,['No - just black'],,Fruity,Somewhat strong,Medium,Full caffeine,8.0,2.0,4.0,4.0,"Grapefruit, tea like",4.0,2.0,2.0,"Traditional, chocolate, Millard reaction",3.0,3.0,5.0,Parsley flower,2.0,5.0,3.0,"Cantaloupe rind, berry, tomato juice",Coffee C,Coffee A,Coffee C,40 a 60,"['It tastes good', ' I need the ritual']",Yes,Yes,10 a 15,10 a 15,No,Male,White/Caucasian
3535,25 a 34,2,"['At home', ' At a cafe']",['Pour over'],Pourover,['No - just black'],,Sweet,Somewhat strong,Nordic,Full caffeine,5.0,1.0,5.0,1.0,Savory,3.0,4.0,2.0,"Smoky, nutty, lime",2.0,2.0,2.0,Bergamot,1.0,3.0,5.0,"Blueberry, berry jam, lime",Coffee C,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the ritual']",Yes,Yes,10 a 15,More than 20,No,Female,Asian/Pacific Islander
3536,45 a 54,1,['At home'],['Pod/capsule machine (e.g. Keurig/Nespresso)'],Regular drip coffee,"['Sugar or sweetener', ' Milk', ' dairy alternative', ' or coffee creamer']",['Coffee creamer'],Nutty,Weak,Light,Full caffeine,3.0,2.0,5.0,2.0,Orange,4.0,1.0,5.0,Balanced,3.0,2.0,3.0,Nutty,2.0,4.0,1.0,"Earthy, tree bark, dirt",Coffee B,Coffee A,Coffee B,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,No,8 a 10,8 a 10,No,Female,White/Caucasian
3537,35 a 44,4,"['At home', ' At a cafe']","['Espresso', ' Bean-to-cup machine', ' Cold brew', ' Pour over']",Espresso,['No - just black'],,Fruity,Somewhat strong,Light,Full caffeine,9.0,2.0,4.0,5.0,"By far my favorite. I would serve this to company. This is coffee that I would love to drink while I'm having a conversation, and I could definitely have more than one cup of it.",4.0,1.0,1.0,"This tasted like coffee I would get at a nice hotel. Just fine, but nothing to rave about.",3.0,3.0,2.0,"If I was serve this in a diner, I would think that it was really good diner coffee. That was a sense that we had when we were doing the tasting. If I got it in a third wave shop, I'd be disappointed, but in a diner it would be a pleasant surprise.",3.0,4.0,5.0,"This was a chameleon of a coffee. It seemed to be really dependent on which coffee we had beforehand. If I drink this after the George Howell, it tasted funky. Almost cheesy. After equator, it was very fruity. After Klatch, more of the roasting notes came out. This is a coffee that I would want to drink by myself so that I could really ponder it while I drink it. I also probably couldn't have more than one cup of it at a time.",Coffee A,Coffee D,Coffee A,40 a 60,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,10 a 15,More than 20,Yes,Male,White/Caucasian
3538,25 a 34,2,"['On the go', ' At home', ' At a cafe']","['Pour over', ' French press', ' Espresso', ' Cold brew']",Espresso,['No - just black'],,Full Bodied,Somewhat strong,Dark,Half caff,6.0,2.0,4.0,4.0,,5.0,2.0,2.0,,4.0,2.0,3.0,,2.0,2.0,5.0,,Coffee A,Coffee D,Coffee B,More then 100,"['It tastes good', ' I need the caffeine', ' It makes me go to the bathroom']",Yes,No,15 a 20,6 a 8,No,Male,White/Caucasian
3539,55 a 64,4,['At home'],['Coffee brewing machine (e.g. Mr. Coffee)'],Mocha,"['Milk', ' dairy alternative', ' or coffee creamer', ' Sugar or sweetener']",['Half and half'],Full Bodied,Medium,Medium,Full caffeine,6.0,4.0,3.0,3.0,,4.0,3.0,2.0,,4.0,2.0,5.0,,3.0,5.0,1.0,,Coffee C,Coffee A,Coffee C,,"['It tastes good', ' I need the caffeine']",Yes,Yes,8 a 10,8 a 10,No,Male,Hispanic/Latino
3540,18 a 24,2,['At home'],"['Pour over', ' Espresso', ' Pod/capsule machine (e.g. Keurig/Nespresso)']",Pourover,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Oat milk'],Juicy,Medium,Medium,Half caff,7.0,,,,,,,,,,,,,,,,,Coffee A,Coffee D,Coffee D,,,,,,,,,
3541,>65,2,['At home'],['Pour over'],Pourover,"['Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Chocolatey,Medium,Medium,Full caffeine,5.0,2.0,2.0,2.0,,2.0,1.0,3.0,,3.0,2.0,2.0,,3.0,3.0,1.0,Dislike this coffee smell and taste so much it comes close to turning my stomach.  No coffee ever did that to me before..  I don't understand this reaction.  Word that comes to mind is putrid.,Coffee B,Coffee A,Coffee B,,"['I need the ritual', ' I need the caffeine', ' It tastes good']",Yes,No,,,,Female,White/Caucasian
3542,25 a 34,3,['At home'],"['Pour over', ' Espresso']",Cortado,"['No - just black', ' Milk', ' dairy alternative', ' or coffee creamer']",['Whole milk'],Sweet,Somewhat strong,Light,Full caffeine,8.0,2.0,2.0,3.0,"low body, sweet",4.0,2.0,2.0,a bit too bitter at the beginning,3.0,3.0,4.0,"slightly burnt notes, not unpleasant though.",2.0,4.0,5.0,sour-ish at the beginning; incredible development after several minutes.,Coffee C,Coffee D,Coffee D,40 a 60,"['It tastes good', ' I need the ritual', ' I need the caffeine']",Yes,Yes,10 a 15,Less than 2,No,Male,White/Caucasian
3543,25 a 34,1,['At home'],['Pour over'],Pourover,['No - just black'],,Fruity,Medium,Medium,Full caffeine,6.0,3.0,3.0,3.0,,4.0,1.0,1.0,,4.0,2.0,2.0,,2.0,4.0,4.0,,Coffee A,Coffee D,Coffee D,80 a 100,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,10 a 15,More than 20,Yes,Male,White/Caucasian
3544,55 a 64,Less than 1,['At home'],['Pour over'],Regular drip coffee,"['Milk', ' dairy alternative', ' or coffee creamer']",['Half and half'],Full Bodied,Medium,Medium,Full caffeine,4.0,4.0,4.0,2.0,lemon/citrus,3.0,3.0,4.0,dark chocolate,4.0,2.0,1.0,Fruity,3.0,5.0,1.0,sour,Coffee B,Coffee D,Coffee A,,['It tastes good'],Yes,Yes,,,,Female,
3545,35 a 44,1,"['At home', ' At a cafe']","['Espresso', ' Coffee extract (e.g. Cometeer)', ' Other']",Cappuccino,['No - just black'],,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,1.0,3.0,4.0,"Good clarity, lots of sweetness, fruit maybe honeydew",2.0,2.0,5.0,"Chocolate, cocoa butter",4.0,4.0,2.0,More sour fruit,3.0,1.0,2.0,"Mix of darker and lighter maybe milk chocolate and slight fruit, less clarity",Coffee B,Coffee A,Coffee B,60 a 80,"['It tastes good', ' I need the caffeine', ' I need the ritual']",Yes,Yes,8 a 10,15 a 20,Yes,Male,White/Caucasian
3546,55 a 64,4,"['At the office', ' At home']","['Espresso', ' French press']",Americano,['Sugar or sweetener'],,Fruity,Somewhat strong,Medium,Full caffeine,5.0,3.0,4.0,1.0,,1.0,2.0,2.0,,2.0,3.0,4.0,,3.0,4.0,3.0,,Coffee C,Coffee D,Coffee C,80 a 100,['It tastes good'],Yes,Yes,4 a 6,4 a 6,Yes,Male,
3547,18 a 24,4,"['At the office', ' At home']","['Pour over', ' Coffee brewing machine (e.g. Mr. Coffee)']",Pourover,['No - just black'],,Juicy,Medium,Light,Full caffeine,7.0,3.0,4.0,3.0,"Black cherry, juicy, sharp",2.0,2.0,4.0,"Nutty, balanced, chocolate (not too dark)",3.0,2.0,2.0,"Round, fatty",4.0,5.0,5.0,"Crisp, blood orange, peach, sangria",Coffee B,Coffee D,Coffee D,20 a 40,"['It tastes good', ' I need the caffeine', ' I need the ritual', ' It makes me go to the bathroom']",Yes,Yes,4 a 6,4 a 6,No,Male,White/Caucasian
